"Name","Source","Page","Size","Type","Alignment","AC","HP","Speed","Strength","Dexterity","Constitution","Intelligence","Wisdom","Charisma","Saving Throws","Skills","Damage Vulnerabilities","Damage Resistances","Damage Immunities","Condition Immunities","Senses","Languages","CR","Traits","Actions","Bonus Actions","Reactions","Legendary Actions","Mythic Actions","Lair Actions","Regional Effects","Environment","Treasure"
"Dryad","MM'25","107","Medium","Fey","neutral","16","22 (5d8)","30 ft.","10","12","11","14","15","18","","Perception +4, Stealth +5","","","","","Darkvision 60 ft., passive Perception 14","Elvish, Sylvan","1 (XP 200; PB +2)","Magic Resistance. The dryad has Advantage on saving throws against spells and other magical effects.
Speak with Beasts and Plants. The dryad can communicate with Beasts and Plants as if they shared a language.","Multiattack. The dryad makes one Vine Lash or Thorn Burst attack, and it can use Spellcasting to cast Charm Monster.
Vine Lash. Melee Attack Roll: +6, reach 10 ft. Hit: 8 (1d8 + 4) Slashing damage.
Spellcasting. The dryad casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 14):At will: Animal Friendship, Charm Monster (lasts 24 hours; ends early if the dryad casts the spell again), Druidcraft1/day each: Entangle, Pass without Trace
Thorn Burst. Ranged Attack Roll: +6, range 60 ft. Hit: 7 (1d6 + 4) Piercing damage.","Tree Stride. If within 5 feet of a Large or bigger tree, the dryad teleports to an unoccupied space within 5 feet of a second Large or bigger tree that is within 60 feet of the previous tree.","","","","","","Forest","Any"
"Dust Mephit","MM'25","206","Small","Elemental","neutral evil","12","17 (5d6)","30 ft., Fly 30 ft.","5","14","10","9","11","10","","Perception +2, Stealth +4","fire","","poison","exhaustion, poisoned","Darkvision 60 ft., passive Perception 12","Primordial (Auran, Terran)","1/2 (XP 100; PB +2)","Death Burst. The mephit explodes when it dies. Dexterity Saving Throw: DC 10, each creature in a 5-foot Emanation originating from the mephit. Failure: 5 (2d4) Bludgeoning damage. Success: Half damage.","Claw. Melee Attack Roll: +4, reach 5 ft. Hit: 4 (1d4 + 2) Slashing damage.
Blinding Breath (Recharge 6). Dexterity Saving Throw: DC 10, each creature in a 15-foot Cone. Failure: The target has the Blinded condition until the end of the mephit's next turn.
Sleep (1/Day). The mephit casts the Sleep spell, requiring no spell components and using Charisma as the spellcasting ability (spell save DC 10).","","","","","","","Planar (Elemental Planes)",""
"Eagle","MM'25","353","Small","Beast","unaligned","12","4 (1d6 + 1)","10 ft., Fly 60 ft.","6","15","12","2","14","7","","Perception +6","","","","","passive Perception 16","—","0 (XP 10; PB +2)","","Talons. Melee Attack Roll: +4, reach 5 feet. Hit: 4 (1d4 + 2) Slashing damage.","","","","","","","Coastal, Grassland, Hill, Mountain",""
"Earth Elemental","MM'25","108","Large","Elemental","neutral","17","147 (14d10 + 70)","30 ft., Burrow 30 ft.","20","8","20","5","10","5","","","thunder","","poison","exhaustion, paralyzed, petrified, poisoned, unconscious","Darkvision 60 ft., Tremorsense 60 ft., passive Perception 10","Primordial (Terran)","5 (XP 1,800; PB +3)","Earth Glide. The elemental can burrow through nonmagical, unworked earth and stone. While doing so, the elemental doesn't disturb the material it moves through.
Siege Monster. The elemental deals double damage to objects and structures.","Multiattack. The elemental makes two attacks, using Slam or Rock Launch in any combination.
Slam. Melee Attack Roll: +8, reach 10 ft. Hit: 14 (2d8 + 5) Bludgeoning damage.
Rock Launch. Ranged Attack Roll: +8, range 60 ft. Hit: 8 (1d6 + 5) Bludgeoning damage. If the target is a Large or smaller creature, it has the Prone condition.","","","","","","","Mountain, Planar (Elemental Plane of Earth), Underdark",""
"Efreeti","MM'25","109","Large","Elemental (Genie)","neutral","17","212 (17d10 + 119)","40 ft., Fly 60 ft. (hover)","22","12","24","16","15","19","Wis +6, Cha +8","","","","fire","","Darkvision 120 ft., passive Perception 12","Primordial (Ignan)","11 (XP 7,200; PB +4)","Elemental Restoration. If the efreeti dies outside the Elemental Plane of Fire, its body dissolves into ash, and it gains a new body in 1d4 days, reviving with all its Hit Points somewhere on the Plane of Fire.
Magic Resistance. The efreeti has Advantage on saving throws against spells and other magical effects.
Wishes. The efreeti has a 30 percent chance of knowing the Wish spell. If the efreeti knows it, the efreeti can cast it only on behalf of a non-genie creature who communicates a wish in a way the efreeti can understand. If the efreeti casts the spell for the creature, the efreeti suffers none of the spell's stress. Once the efreeti has cast it three times, the efreeti can't do so again for 365 days.","Multiattack. The efreeti makes three attacks, using Heated Blade or Hurl Flame in any combination.
Heated Blade. Melee Attack Roll: +10, reach 5 ft. Hit: 13 (2d6 + 6) Slashing damage plus 13 (2d12) Fire damage.
Hurl Flame. Ranged Attack Roll: +8, range 120 ft. Hit: 24 (7d6) Fire damage.
Spellcasting. The efreeti casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 16):At will: Detect Magic, Elementalism1/day each: Gaseous Form, Invisibility, Major Image, Plane Shift, Tongues, Wall of Fire (level 7 version)","","","","","","","Desert, Planar (Elemental Plane of Fire)","Armaments"
"Elephant","MM'25","353","Huge","Beast","unaligned","12","76 (8d12 + 24)","40 ft.","22","9","17","3","11","6","","","","","","","passive Perception 10","—","4 (XP 1,100; PB +2)","","Multiattack. The elephant makes two Gore attacks.
Gore. Melee Attack Roll: +8, reach 5 ft. Hit: 15 (2d8 + 6) Piercing damage. If the target is a Huge or smaller creature and the elephant moved 20+ feet straight toward it immediately before the hit, the target has the Prone condition.","Trample. Dexterity Saving Throw: DC 16, one creature within 5 feet that has the Prone condition. Failure: 17 (2d10 + 6) Bludgeoning damage. Success: Half damage.","","","","","","Grassland",""
"Elk","MM'25","353","Large","Beast","unaligned","10","11 (2d10)","50 ft.","16","10","11","2","10","6","","Perception +2","","","","","Darkvision 60 ft., passive Perception 12","—","1/4 (XP 50; PB +2)","","Ram. Melee Attack Roll: +5, reach 5 ft. Hit: 6 (1d6 + 3) Bludgeoning damage. If the target is a Large or smaller creature and the elk moved 20+ feet straight toward it immediately before the hit, the target takes an extra 3 (1d6) Bludgeoning damage and has the Prone condition.","","","","","","","Forest, Grassland, Hill",""
"Erinyes","MM'25","114","Medium","Fiend (Devil)","lawful evil","18","178 (21d8 + 84)","30 ft., Fly 60 ft.","18","16","18","14","14","18","Dex +7, Con +8, Cha +8","Perception +6, Persuasion +8","","cold","fire, poison","poisoned","Truesight 120 ft., passive Perception 16","Infernal; telepathy 120 ft.","12 (XP 8,400; PB +4)","Diabolical Restoration. If the erinyes dies outside the Nine Hells, its body disappears in sulfurous smoke, and it gains a new body instantly, reviving with all its Hit Points somewhere in the Nine Hells.
Magic Resistance. The erinyes has Advantage on saving throws against spells and other magical effects.
Magic Rope. The erinyes has a magic rope. While bearing it, the erinyes can use the Entangling Rope action. The rope has AC 20, HP 90, and Immunity to Poison and Psychic damage. The rope turns to dust if reduced to 0 Hit Points, if it is 5+ feet away from the erinyes for 1 hour or more, or if the erinyes dies. If the rope is damaged or destroyed, the erinyes can fully restore it when finishing a Short or Long Rest.","Multiattack. The erinyes makes three Withering Sword attacks and can use Entangling Rope.
Withering Sword. Melee Attack Roll: +8, reach 5 ft. Hit: 13 (2d8 + 4) Slashing damage plus 11 (2d10) Necrotic damage.
Entangling Rope (Requires Magic Rope). Strength Saving Throw: DC 16, one creature the erinyes can see within 120 feet. Failure: 14 (4d6) Force damage, and the target has the Restrained condition until the rope is destroyed, the erinyes uses a Bonus Action to release the target, or the erinyes uses Entangling Rope again.","","Parry. Trigger: The erinyes is hit by a melee attack roll while holding a weapon. Response: The erinyes adds 4 to its AC against that attack, possibly causing it to miss.","","","","","Planar (Nine Hells)","Armaments"
"Ettercap","MM'25","115","Medium","Monstrosity","neutral evil","13","44 (8d8 + 8)","30 ft., Climb 30 ft.","14","15","13","7","12","8","","Perception +3, Stealth +4, Survival +3","","","","","Darkvision 60 ft., passive Perception 13","—","2 (XP 450; PB +2)","Spider Climb. The ettercap can climb difficult surfaces, including along ceilings, without needing to make an ability check.
Web Walker. The ettercap ignores movement restrictions caused by webs, and the ettercap knows the location of any other creature in contact with the same web.","Multiattack. The ettercap makes one Bite attack and one Claw attack.
Bite. Melee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6 + 2) Piercing damage plus 2 (1d4) Poison damage, and the target has the Poisoned condition until the start of the ettercap's next turn.
Claw. Melee Attack Roll: +4, reach 5 ft. Hit: 7 (2d4 + 2) Slashing damage.
Web Strand (Recharge 5–6). Dexterity Saving Throw: DC 12, one Large or smaller creature the ettercap can see within 30 feet. Failure: The target has the Restrained condition until the web is destroyed (AC 10; HP 5; Vulnerability to Fire damage; Immunity to Bludgeoning, Poison, and Psychic damage).","Reel. The ettercap pulls one creature within 30 feet of itself that is Restrained by its Web Strand up to 25 feet straight toward itself.","","","","","","Forest","Implements"
"Ettin","MM'25","116","Large","Giant","chaotic evil","12","85 (10d10 + 30)","40 ft.","21","8","17","6","10","8","","Perception +4","","","","blinded, charmed, deafened, frightened, stunned, unconscious","Darkvision 60 ft., passive Perception 14","Giant","4 (XP 1,100; PB +2)","","Multiattack. The ettin makes one Battleaxe attack and one Morningstar attack.
Battleaxe. Melee Attack Roll: +7, reach 5 ft. Hit: 14 (2d8 + 5) Slashing damage. If the target is a Large or smaller creature, it has the Prone condition.
Morningstar. Melee Attack Roll: +7, reach 5 ft. Hit: 14 (2d8 + 5) Piercing damage, and the target has Disadvantage on the next attack roll it makes before the end of its next turn.","","","","","","","Hill, Mountain, Underdark","Individual"
"Fire Elemental","MM'25","118","Large","Elemental","neutral","13","93 (11d10 + 33)","50 ft.","10","17","16","6","10","7","","","","bludgeoning, piercing, slashing","fire, poison","exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","Darkvision 60 ft., passive Perception 10","Primordial (Ignan)","5 (XP 1,800; PB +3)","Fire Aura. At the end of each of the elemental's turns, each creature in a 10-foot Emanation originating from the elemental takes 5 (1d10) Fire damage. Creatures and flammable objects in the Emanation start burning.
Fire Form. The elemental can move through a space as narrow as 1 inch without expending extra movement to do so, and it can enter a creature's space and stop there. The first time it enters a creature's space on a turn, that creature takes 5 (1d10) Fire damage.
Illumination. The elemental sheds Bright Light in a 30-foot radius and Dim Light for an additional 30 feet.
Water Susceptibility. The elemental takes 3 (1d6) Cold damage for every 5 feet the elemental moves in water or for every gallon of water splashed on it.","Multiattack. The elemental makes two Burn attacks.
Burn. Melee Attack Roll: +6, reach 5 ft. Hit: 10 (2d6 + 3) Fire damage. If the target is a creature or a flammable object, it starts burning.","","","","","","","Desert, Planar (Elemental Plane of Fire)",""
"Fire Giant","MM'25","119","Huge","Giant","lawful evil","18","162 (13d12 + 78)","30 ft.","25","9","23","10","14","13","Dex +3, Con +10, Cha +5","Athletics +11, Perception +6","","","fire","","passive Perception 16","Giant","9 (XP 5,000; PB +4)","","Multiattack. The giant makes two attacks, using Flame Sword or Hammer Throw in any combination.
Flame Sword. Melee Attack Roll: +11, reach 10 ft. Hit: 21 (4d6 + 7) Slashing damage plus 10 (3d6) Fire damage.
Hammer Throw. Ranged Attack Roll: +11, range 60/240 ft. Hit: 23 (3d10 + 7) Bludgeoning damage plus 4 (1d8) Fire damage, and the target is pushed up to 15 feet straight away from the giant and has Disadvantage on the next attack roll it makes before the end of its next turn.","","","","","","","Mountain, Underdark","Armaments"
"Flesh Golem","MM'25","121","Medium","Construct","neutral","9","127 (15d8 + 60)","30 ft.","19","9","18","6","10","5","","","","","lightning, poison","charmed, exhaustion, frightened, paralyzed, petrified, poisoned","Darkvision 60 ft., passive Perception 10","Understands Common plus one other language but can't speak","5 (XP 1,800; PB +3)","Aversion to Fire. If the golem takes Fire damage, it has Disadvantage on attack rolls and ability checks until the end of its next turn.
Berserk. Whenever the golem starts its turn Bloodied, roll 1d6. On a 6, the golem goes berserk. On each of its turns while berserk, the golem attacks the nearest creature it can see. If no creature is near enough to move to and attack, the golem attacks an object. Once the golem goes berserk, it remains so until it is destroyed or it is no longer Bloodied.The golem's creator, if within 60 feet of the berserk golem, can try to calm it by taking an action to make a DC 15 Charisma (Persuasion) check; the golem must be able to hear its creator. If this check succeeds, the golem ceases being berserk until the start of its next turn, at which point it resumes rolling for the Berserk trait again if it is still Bloodied.
Immutable Form. The golem can't shape-shift.
Lightning Absorption. Whenever the golem is subjected to Lightning damage, it regains a number of Hit Points equal to the Lightning damage dealt.
Magic Resistance. The golem has Advantage on saving throws against spells and other magical effects.","Multiattack. The golem makes two Slam attacks.
Slam. Melee Attack Roll: +7, reach 5 ft. Hit: 13 (2d8 + 4) Bludgeoning damage plus 4 (1d8) Lightning damage.","","","","","","","Any","Arcana"
